Sample	ENiClust	key	value	logvalue
CURTIS_H000422_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000423_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H000424_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H000425_T01_01_WG01	ER+ Typical	RS1	6	0.845098040014257
CURTIS_H000427_T01_01_WG01	ER+ Typical	RS1	16	1.23044892137827
CURTIS_H000428_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000429_T01_01_WG01	IC6	RS1	13	1.14612803567824
CURTIS_H000430_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000431_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000432_T01_01_WG01	IC2	RS1	0	0
CURTIS_H000433_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000434_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000435_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000436_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H000437_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000438_T01_01_WG01	IC6	RS1	1	0.301029995663981
CURTIS_H000439_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000440_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000441_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000442_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H000443_T01_01_WG01	ER+ Typical	RS1	9	1
CURTIS_H000444_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000445_T01_01_WG01	ER+ Typical	RS1	126	2.10380372095596
CURTIS_H000446_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000447_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000448_T01_01_WG01	ER+ Typical	RS1	20	1.32221929473392
CURTIS_H000449_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000450_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000451_T01_01_WG01	IC9	RS1	37	1.57978359661681
CURTIS_H000452_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000453_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000454_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000455_T01_01_WG01	IC1	RS1	9	1
CURTIS_H000456_T01_01_WG01	ER+ Typical	RS1	7	0.903089986991944
CURTIS_H000457_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H000458_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H000459_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000460_T01_01_WG01	ER+ Typical	RS1	5	0.778151250383644
CURTIS_H000461_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000462_T01_01_WG01	IC9	RS1	8	0.954242509439325
CURTIS_H000463_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000464_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000465_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H000466_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000467_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000468_T01_01_WG01	ER+ Typical	RS1	6	0.845098040014257
CURTIS_H000469_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000470_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000471_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000472_T01_01_WG01	IC9	RS1	5	0.778151250383644
CURTIS_H000473_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000474_T01_01_WG01	ER+ Typical	RS1	5	0.778151250383644
CURTIS_H000475_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H000476_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000477_T01_01_WG01	IC1	RS1	5	0.778151250383644
CURTIS_H000478_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000479_T01_01_WG01	IC9	RS1	33	1.53147891704226
CURTIS_H000481_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000482_T01_01_WG01	ER+ Typical	RS1	11	1.07918124604762
CURTIS_H000483_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000484_T01_01_WG01	IC6	RS1	4	0.698970004336019
CURTIS_H000485_T01_01_WG01	IC2	RS1	15	1.20411998265592
CURTIS_H000486_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H000487_T01_01_WG01	HER2+	RS1	16	1.23044892137827
CURTIS_H000488_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000489_T01_01_WG01	IC6	RS1	5	0.778151250383644
CURTIS_H000490_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000491_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000492_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000493_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000494_T01_01_WG01	ER+ Typical	RS1	44	1.65321251377534
CURTIS_H000495_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000496_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000497_T01_01_WG01	IC9	RS1	7	0.903089986991944
CURTIS_H000500_T01_01_WG01	IC2	RS1	11	1.07918124604762
CURTIS_H000502_T01_01_WG01	HER2+	RS1	245	2.39093510710338
CURTIS_H000503_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H000505_T01_01_WG01	IC9	RS1	3	0.602059991327962
CURTIS_H000507_T01_01_WG01	ER+ Typical	RS1	8	0.954242509439325
CURTIS_H000511_T01_01_WG01	IC1	RS1	89	1.95424250943932
CURTIS_H000513_T01_01_WG01	IC9	RS1	23	1.38021124171161
CURTIS_H000518_T01_01_WG01	IC2	RS1	2	0.477121254719662
CURTIS_H000519_T01_01_WG01	IC1	RS1	3	0.602059991327962
CURTIS_H000520_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H000521_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000522_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H000523_T01_01_WG01	HER2+	RS1	135	2.13353890837022
CURTIS_H000524_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H000526_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H000527_T01_01_WG01	IC1	RS1	7	0.903089986991944
CURTIS_H000529_T01_01_WG01	IC2	RS1	2	0.477121254719662
CURTIS_H000530_T01_01_WG01	HER2+	RS1	10	1.04139268515822
CURTIS_H000532_T01_01_WG01	ER+ Typical	RS1	30	1.49136169383427
CURTIS_H000534_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000535_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000537_T01_01_WG01	HER2+	RS1	56	1.75587485567249
CURTIS_H000539_T01_01_WG01	IC9	RS1	83	1.92427928606188
CURTIS_H000541_T01_01_WG01	IC9	RS1	2	0.477121254719662
CURTIS_H000546_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000547_T01_01_WG01	HER2+	RS1	2	0.477121254719662
CURTIS_H000548_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H000552_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000553_T01_01_WG01	IC1	RS1	31	1.50514997831991
CURTIS_H000554_T01_01_WG01	IC9	RS1	5	0.778151250383644
CURTIS_H000557_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000558_T01_01_WG01	HER2+	RS1	14	1.17609125905568
CURTIS_H000559_T01_01_WG01	HER2+	RS1	4	0.698970004336019
CURTIS_H000565_T01_01_WG01	IC9	RS1	7	0.903089986991944
CURTIS_H000567_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000581_T01_01_WG01	IC9	RS1	0	0
CURTIS_H000585_T01_01_WG01	IC9	RS1	1	0.301029995663981
CURTIS_H000586_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H000587_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H000591_T01_01_WG01	ER+ Typical	RS1	17	1.25527250510331
CURTIS_H000592_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H000593_T01_01_WG01	IC1	RS1	3	0.602059991327962
CURTIS_H000744_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H000793_T01_01_WG01	ER+ Typical	RS1	93	1.9731278535997
CURTIS_H001391_T01_01_WG01	ER+ Typical	RS1	8	0.954242509439325
CURTIS_H001392_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001393_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001394_T01_01_WG01	IC1	RS1	0	0
CURTIS_H001395_T01_01_WG01	IC1	RS1	6	0.845098040014257
CURTIS_H001396_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001397_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001398_T01_01_WG01	IC2	RS1	5	0.778151250383644
CURTIS_H001399_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001400_T01_01_WG01	IC1	RS1	22	1.36172783601759
CURTIS_H001401_T01_01_WG01	HER2+	RS1	3	0.602059991327962
CURTIS_H001402_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001403_T01_01_WG01	IC1	RS1	4	0.698970004336019
CURTIS_H001404_T01_01_WG01	HER2+	RS1	13	1.14612803567824
CURTIS_H001405_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001406_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001407_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001408_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001409_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001410_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001411_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001412_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001413_T01_01_WG01	ER+ Typical	RS1	11	1.07918124604762
CURTIS_H001414_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001415_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001416_T01_01_WG01	IC9	RS1	33	1.53147891704226
CURTIS_H001417_T01_01_WG01	IC1	RS1	0	0
CURTIS_H001418_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001419_T01_01_WG01	IC6	RS1	2	0.477121254719662
CURTIS_H001420_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001421_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001422_T01_01_WG01	IC6	RS1	27	1.44715803134222
CURTIS_H001423_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001424_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001426_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001427_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001428_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001429_T01_01_WG01	IC1	RS1	0	0
CURTIS_H001430_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001431_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001432_T01_01_WG01	IC2	RS1	6	0.845098040014257
CURTIS_H001433_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001434_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001435_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001436_T01_01_WG01	IC1	RS1	3	0.602059991327962
CURTIS_H001437_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001438_T01_01_WG01	IC6	RS1	0	0
CURTIS_H001439_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001440_T01_01_WG01	HER2+	RS1	4	0.698970004336019
CURTIS_H001441_T01_01_WG01	HER2+	RS1	25	1.41497334797082
CURTIS_H001442_T01_01_WG01	HER2+	RS1	58	1.77085201164214
CURTIS_H001443_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001444_T01_01_WG01	IC6	RS1	5	0.778151250383644
CURTIS_H001445_T01_01_WG01	ER+ Typical	RS1	59	1.77815125038364
CURTIS_H001446_T01_01_WG01	ER+ Typical	RS1	20	1.32221929473392
CURTIS_H001447_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001448_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001449_T01_01_WG01	ER+ Typical	RS1	25	1.41497334797082
CURTIS_H001450_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001451_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001452_T01_01_WG01	IC2	RS1	1	0.301029995663981
CURTIS_H001453_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001454_T01_01_WG01	ER+ Typical	RS1	17	1.25527250510331
CURTIS_H001455_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001456_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001457_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001458_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001459_T01_01_WG01	IC1	RS1	9	1
CURTIS_H001460_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001461_T01_01_WG01	IC9	RS1	19	1.30102999566398
CURTIS_H001462_T01_01_WG01	HER2+	RS1	7	0.903089986991944
CURTIS_H001463_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001464_T01_01_WG01	ER+ Typical	RS1	111	2.04921802267018
CURTIS_H001465_T01_01_WG01	HER2+	RS1	5	0.778151250383644
CURTIS_H001466_T01_01_WG01	IC9	RS1	3	0.602059991327962
CURTIS_H001467_T01_01_WG01	IC2	RS1	0	0
CURTIS_H001468_T01_01_WG01	ER+ Typical	RS1	6	0.845098040014257
CURTIS_H001469_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H001470_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001471_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001472_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001473_T01_01_WG01	ER+ Typical	RS1	8	0.954242509439325
CURTIS_H001474_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H001475_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001476_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001477_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001478_T01_01_WG01	IC1	RS1	7	0.903089986991944
CURTIS_H001479_T01_01_WG01	ER+ Typical	RS1	16	1.23044892137827
CURTIS_H001480_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001481_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001482_T01_01_WG01	IC9	RS1	14	1.17609125905568
CURTIS_H001483_T01_01_WG01	HER2+	RS1	4	0.698970004336019
CURTIS_H001484_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001486_T01_01_WG01	IC1	RS1	1	0.301029995663981
CURTIS_H001487_T01_01_WG01	IC1	RS1	6	0.845098040014257
CURTIS_H001488_T01_01_WG01	HER2+	RS1	5	0.778151250383644
CURTIS_H001489_T01_01_WG01	HER2+	RS1	7	0.903089986991944
CURTIS_H001490_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001491_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001492_T01_01_WG01	ER+ Typical	RS1	7	0.903089986991944
CURTIS_H001493_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001494_T01_01_WG01	ER+ Typical	RS1	21	1.34242268082221
CURTIS_H001495_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001496_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001497_T01_01_WG01	IC6	RS1	3	0.602059991327962
CURTIS_H001498_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001499_T01_01_WG01	ER+ Typical	RS1	7	0.903089986991944
CURTIS_H001500_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001501_T01_01_WG01	IC9	RS1	1	0.301029995663981
CURTIS_H001502_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001503_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001504_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001505_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001506_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001507_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001508_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001509_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001510_T01_01_WG01	IC1	RS1	19	1.30102999566398
CURTIS_H001511_T01_01_WG01	IC1	RS1	1	0.301029995663981
CURTIS_H001512_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001513_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001514_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001515_T01_01_WG01	ER+ Typical	RS1	8	0.954242509439325
CURTIS_H001516_T01_01_WG01	ER+ Typical	RS1	27	1.44715803134222
CURTIS_H001517_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001518_T01_01_WG01	IC2	RS1	0	0
CURTIS_H001519_T01_01_WG01	IC9	RS1	25	1.41497334797082
CURTIS_H001520_T01_01_WG01	IC9	RS1	24	1.39794000867204
CURTIS_H001521_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001522_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001523_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001524_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001525_T01_01_WG01	ER+ Typical	RS1	36	1.56820172406699
CURTIS_H001526_T01_01_WG01	IC2	RS1	5	0.778151250383644
CURTIS_H001527_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001528_T01_01_WG01	ER+ Typical	RS1	5	0.778151250383644
CURTIS_H001529_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001530_T01_01_WG01	IC2	RS1	0	0
CURTIS_H001531_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001532_T01_01_WG01	IC2	RS1	0	0
CURTIS_H001533_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001534_T01_01_WG01	IC2	RS1	3	0.602059991327962
CURTIS_H001535_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001536_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001537_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001538_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001539_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001540_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001541_T01_01_WG01	IC9	RS1	1	0.301029995663981
CURTIS_H001542_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001543_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001545_T01_01_WG01	HER2+	RS1	14	1.17609125905568
CURTIS_H001546_T01_01_WG01	IC9	RS1	2	0.477121254719662
CURTIS_H001547_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001548_T01_01_WG01	IC9	RS1	45	1.66275783168157
CURTIS_H001549_T01_01_WG01	HER2+	RS1	5	0.778151250383644
CURTIS_H001550_T01_01_WG01	HER2+	RS1	11	1.07918124604762
CURTIS_H001551_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001552_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001553_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001554_T01_01_WG01	IC9	RS1	0	0
CURTIS_H001555_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001556_T01_01_WG01	HER2+	RS1	8	0.954242509439325
CURTIS_H001557_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001558_T01_01_WG01	IC9	RS1	25	1.41497334797082
CURTIS_H001559_T01_01_WG01	IC6	RS1	2	0.477121254719662
CURTIS_H001560_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001561_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001562_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001563_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001564_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001565_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001566_T01_01_WG01	IC6	RS1	0	0
CURTIS_H001567_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001568_T01_01_WG01	IC6	RS1	0	0
CURTIS_H001569_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001570_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001571_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001572_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001573_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001574_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001575_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001576_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001577_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001579_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001581_T01_01_WG01	HER2+	RS1	6	0.845098040014257
CURTIS_H001583_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001585_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001586_T01_01_WG01	HER2+	RS1	2	0.477121254719662
CURTIS_H001588_T01_01_WG01	ER+ Typical	RS1	6	0.845098040014257
CURTIS_H001589_T01_01_WG01	IC6	RS1	7	0.903089986991944
CURTIS_H001590_T01_01_WG01	HER2+	RS1	40	1.61278385671974
CURTIS_H001591_T01_01_WG01	IC1	RS1	1	0.301029995663981
CURTIS_H001593_T01_01_WG01	IC9	RS1	0	0
CURTIS_H001595_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001596_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001604_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001611_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001614_T01_01_WG01	IC9	RS1	0	0
CURTIS_H001615_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001616_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001620_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001621_T01_01_WG01	IC9	RS1	4	0.698970004336019
CURTIS_H001626_T01_01_WG01	IC9	RS1	4	0.698970004336019
CURTIS_H001627_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001629_T01_01_WG01	HER2+	RS1	15	1.20411998265592
CURTIS_H001630_T01_01_WG01	IC1	RS1	4	0.698970004336019
CURTIS_H001631_T01_01_WG01	IC1	RS1	0	0
CURTIS_H001633_T01_01_WG01	ER+ Typical	RS1	54	1.74036268949424
CURTIS_H001636_T01_01_WG01	IC2	RS1	9	1
CURTIS_H001637_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001639_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001640_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001642_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001646_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001650_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001651_T01_01_WG01	HER2+	RS1	31	1.50514997831991
CURTIS_H001652_T01_01_WG01	IC9	RS1	79	1.90308998699194
CURTIS_H001653_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001654_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001656_T01_01_WG01	HER2+	RS1	3	0.602059991327962
CURTIS_H001658_T01_01_WG01	HER2+	RS1	5	0.778151250383644
CURTIS_H001659_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001661_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001663_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001664_T01_01_WG01	IC1	RS1	0	0
CURTIS_H001665_T01_01_WG01	ER+ Typical	RS1	3	0.602059991327962
CURTIS_H001666_T01_01_WG01	IC9	RS1	4	0.698970004336019
CURTIS_H001667_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001668_T01_01_WG01	ER+ Typical	RS1	20	1.32221929473392
CURTIS_H001669_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001670_T01_01_WG01	IC1	RS1	2	0.477121254719662
CURTIS_H001671_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001672_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001673_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001674_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001675_T01_01_WG01	ER+ Typical	RS1	2	0.477121254719662
CURTIS_H001676_T01_01_WG01	IC9	RS1	2	0.477121254719662
CURTIS_H001677_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001678_T01_01_WG01	IC6	RS1	0	0
CURTIS_H001679_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001680_T01_01_WG01	IC2	RS1	1	0.301029995663981
CURTIS_H001681_T01_01_WG01	IC2	RS1	0	0
CURTIS_H001682_T01_01_WG01	IC1	RS1	11	1.07918124604762
CURTIS_H001684_T01_01_WG01	HER2+	RS1	8	0.954242509439325
CURTIS_H001685_T01_01_WG01	ER+ Typical	RS1	NA	NA
CURTIS_H001687_T01_01_WG01	HER2+	RS1	1	0.301029995663981
CURTIS_H001688_T01_01_WG01	HER2+	RS1	2	0.477121254719662
CURTIS_H001689_T01_01_WG01	HER2+	RS1	0	0
CURTIS_H001690_T01_01_WG01	HER2+	RS1	14	1.17609125905568
CURTIS_H001691_T01_01_WG01	ER+ Typical	RS1	4	0.698970004336019
CURTIS_H001692_T01_01_WG01	IC6	RS1	0	0
CURTIS_H001693_T01_01_WG01	IC1	RS1	16	1.23044892137827
CURTIS_H001695_T01_01_WG01	HER2+	RS1	18	1.27875360095283
CURTIS_H001697_T01_01_WG01	ER+ Typical	RS1	45	1.66275783168157
CURTIS_H001698_T01_01_WG01	HER2+	RS1	4	0.698970004336019
CURTIS_H001699_T01_01_WG01	IC1	RS1	4	0.698970004336019
CURTIS_H001700_T01_01_WG01	HER2+	RS1	12	1.11394335230684
CURTIS_H001701_T01_01_WG01	ER+ Typical	RS1	0	0
CURTIS_H001704_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
CURTIS_H001705_T01_01_WG01	ER+ Typical	RS1	1	0.301029995663981
